"name";"lat";"lon";"kanton"
"Montavon";47.37393;7.23692;"JU"
"Montborget";46.79473;6.78995;"FR"
"Montbrelloz";46.85478;6.88759;"FR"
"Monte";45.88301;9.02887;"TI"
"Montet";46.95003;7.02798;"VD"
"Montet";46.81613;6.86899;"FR"
"Monticello";46.2356;9.07362;"GR"
"Moosaffoltern";47.04468;7.43997;"BE"
"Mordagne";46.80231;6.73617;"VD"
"Môtier";46.94951;7.08404;"FR"
"Mühlethal";47.30278;7.97918;"AG"
"Mülenen";46.63942;7.6941;"BE"
"Müli";47.30277;7.63362;"SO"
"Mumenthal";47.23884;7.78363;"BE"
"Murzelen";46.98311;7.31555;"BE"
"Müselbach";47.39363;9.04245;"SG"
"Mutschellen";47.36044;8.36789;"AG"
"Nant";46.95799;7.10707;"FR"
"Nante";46.52007;8.61938;"TI"
"Nassen";47.37436;9.13728;"SG"
"Nesselnbach";47.38968;8.29138;"AG"
"Neuägeri";47.15385;8.56418;"ZG"
"Neukirch a. d. Thur";47.51216;9.17397;"TG"
"Neuwilen";47.62138;9.13536;"TG"
"Niedermuhren";46.84226;7.27711;"FR"
"Niederneunforn";47.59729;8.78482;"TG"
"Niederteufen";47.39403;9.36671;"AR"
"Niederwangen";46.92702;7.37298;"BE"
"Niederwil";47.2264;8.16884;"LU"
"Niederwil";47.43957;9.19917;"SG"
"Niederwil (TG)";47.55468;8.86192;"TG"
"Nivo";46.43717;8.84298;"TI"
"Noflen";46.89577;7.25189;"FR"
"Nuglar";47.47275;7.69376;"SO"
"Oberbottigen";46.93682;7.35121;"BE"
"Oberbütschel";46.83894;7.46414;"BE"
"Oberdorf";47.41252;9.2821;"SG"
"Oberebersol";47.17541;8.32485;"LU"
"Oberei";46.96126;7.29397;"BE"
"Obergoldbach";46.962;7.67391;"BE"
"Oberhofen";47.61993;9.19439;"TG"
"Oberlindach";47.00464;7.42722;"BE"
"Obermonten";46.81268;7.28298;"FR"
"Oberneunforn";47.60771;8.77126;"TG"
"Oberrindal";47.40905;9.12014;"SG"
"Obersteinach";47.49347;9.43595;"SG"
"Oberwangen";46.91654;7.36078;"BE"
"Oberwil";47.1483;8.5073;"ZG"
"Oberwil";47.54712;8.87097;"TG"
"Oberzeihen";47.46708;8.08644;"AG"
"Obsee";46.78392;8.15487;"OW"
"Ollon";46.27498;7.47899;"VS"
"Oltigen";46.98875;7.25821;"BE"
"Opfershofen";47.56092;9.17531;"TG"
"Oppikon";47.55207;9.06205;"TG"
"Ormône";46.24312;7.34685;"VS"
"Ortschwaben";46.99171;7.40185;"BE"
"Ostermanigen";47.00034;7.26012;"BE"
"Ottenhusen";47.166;8.3291;"LU"
"Ottiswil";47.08713;7.35537;"BE"
"Pardisla";46.98114;9.63588;"GR"
"Paudo";46.17328;9.0388;"TI"
"Pazzallo";45.98588;8.94436;"TI"
"Peissy";46.21193;6.0222;"GE"
"Peney";46.20185;6.04083;"GE"
"Pensier";46.84544;7.13622;"FR"
"Pinsec";46.22238;7.57162;"VS"
"Piodina";46.11295;8.70004;"TI"
"Platz";47.44376;9.61209;"AR"
"Plons";47.05752;9.40076;"SG"
"Pont-de-la-Morge";46.22601;7.3139;"VS"
"Posat";46.73895;7.05839;"FR"
"Posieux";46.76226;7.09706;"FR"
"Pringy";46.58232;7.07329;"FR"
"Privilasco";46.34059;10.06018;"GR"
"Progero";46.17526;8.94115;"TI"
"Promasens";46.60279;6.82377;"FR"
"Räfis";47.14958;9.48123;"SG"
"Ramsei";46.99833;7.71185;"BE"
"Rans";47.14019;9.48304;"SG"
"Räuchlisberg";47.53764;9.29199;"TG"
"Réchy";46.26258;7.49623;"VS"
"Reidenbach";46.62316;7.37767;"BE"
"Reidermoos";47.25345;7.99138;"LU"
"Reutenen";47.65218;9.0297;"TG"
"Reuti";47.54459;9.12373;"TG"
"Revereulaz";46.31674;6.88014;"VS"
"Rheinklingen";47.67635;8.80855;"TG"
"Ried";46.51946;7.38625;"BE"
"Ried";46.91887;7.61377;"BE"
"Riedt";47.54694;9.21754;"TG"
"Riedtwil";47.1437;7.69816;"BE"
"Riggenschwil";47.41922;9.15445;"SG"
"Riken";47.27798;7.85085;"AG"
"Ringoldswil";46.7347;7.69555;"BE"
"Romanens";46.65201;6.97139;"FR"
"Rönnimoos";47.05277;8.2752;"LU"
"Rosé";46.78401;7.0629;"FR"
"Rossrüti";47.47566;9.06253;"SG"
"Rothenhausen";47.55118;9.10257;"TG"
"Roveredo";46.07486;8.98476;"TI"
"Ruchwil";47.01703;7.30654;"BE"
"Rudenz";46.83104;8.18366;"OW"
"Rüdtligen";47.08872;7.5707;"BE"
"Rüedike";47.26252;8.26441;"LU"
"Rüediswil";47.09096;8.11061;"LU"
"Rüegsauschachen";47.02047;7.66437;"BE"
"Rüegsbach";47.03541;7.69029;"BE"
"Rüeterswil";47.26012;8.99009;"SG"
"Rüfenacht";46.93082;7.53234;"BE"
"Rumentikon";47.21446;8.44208;"ZG"
"Russo";46.20304;8.62333;"TI"
"Rütihof";47.43997;8.27116;"AG"
"Rütihof";47.34148;8.08149;"AG"
"Sagen";47.23367;7.89398;"LU"
"Salavaux";46.91968;7.02324;"VD"
"Salen";47.65169;9.01685;"TG"
"Salorino";45.87365;8.9953;"TI"
"Sankt Niklaus";47.13212;7.6153;"BE"
"Sankt Pantaleon";47.46101;7.69182;"SO"
"S. Antonio";46.31503;10.06239;"GR"
"Sarreyer";46.06396;7.25195;"VS"
"Saules";47.03968;6.94069;"NE"
"Saurenhorn";47.03472;7.34635;"BE"
"Scareglia";46.09123;9.03817;"TI"
"S. Carlo";46.343;10.06142;"GR"
"Schachen";46.97699;8.75415;"SZ"
"Schachen";47.42675;9.56179;"AR"
"Schachen";47.35656;7.95596;"SO"
"Schalkhusen";47.41319;9.02405;"SG"
"Scharnachtal";46.6162;7.69798;"BE"
"Scheunenberg";47.08665;7.37953;"BE"
"Schmocken";46.69434;7.76911;"BE"
"Schocherswil";47.53807;9.2674;"TG"
"Schönenbaumgarten";47.61394;9.23412;"TG"
"Schönenbuch";46.99872;8.6465;"SZ"
"Schoried";46.93492;8.2564;"OW"
"Schüpberg";47.02448;7.3955;"BE"
"Schürberg";47.2552;7.94283;"AG"
"Schwanden im Emmental";46.98804;7.69521;"BE"
"Schwarzenbach";47.44363;9.07802;"SG"
"Schwarzenbach";47.23328;8.21258;"LU"
"Schwarzenmatt";46.6246;7.36898;"BE"
"Seewil";47.04946;7.40983;"BE"
"Seiry";46.81407;6.83127;"FR"
"Sensine";46.24171;7.30739;"VS"
"Séprais";47.36844;7.22912;"JU"
"Seseglio";45.82798;9.00046;"TI"
"Sigigen";47.06541;8.13422;"LU"
"Signy";46.39174;6.20294;"VD"
"Sittertal";47.49938;9.24184;"TG"
"Somazzo";45.8786;8.99369;"TI"
"Som la Proz";46.0201;7.13361;"VS"
"Sonterswil";47.62224;9.07949;"TG"
"Sontga Clau";46.77807;9.20625;"GR"
"Speicherschwendi";47.42651;9.43779;"AR"
"Spengelried";46.92672;7.26338;"BE"
"Spins";47.0518;7.29884;"BE"
"Spirenwald";46.70167;7.80052;"BE"
"Spitzen";47.212;8.62036;"ZH"
"Staad";47.16453;7.40725;"SO"
"Stachen";47.50873;9.41315;"TG"
"Städtli";46.93406;8.39172;"NW"
"Starrkirch";47.3536;7.92774;"SO"
"Steffen";47.42508;7.58232;"SO"
"Steinebrunn";47.53549;9.3441;"TG"
"Steinegg";47.32195;9.43146;"AI"
"Steineloh";47.52326;9.40503;"TG"
"Steinen";46.90694;7.71817;"BE"
"Steinenbrugg";47.20788;9.03821;"SG"
"St. Erhard";47.18427;8.07506;"LU"
"St. Josefen";47.426;9.33696;"SG"
"St. Loretto";47.3328;9.08594;"SG"
"St. Margarethen";47.48926;9.00182;"TG"
"St-Martin";47.06754;6.93346;"NE"
"St-Maurice";46.25466;6.21713;"GE"
"Strohwilen";47.55345;9.01629;"TG"
"Studen";47.07352;8.84177;"SZ"
"Studen";47.17383;9.44689;"SG"
"St. Wolfgang";46.83099;7.18692;"FR"
"Suen";46.18237;7.4378;"VS"
"Suino";46.00446;8.80469;"TI"
"Sulz";47.38312;8.324;"AG"
"Sutz";47.10343;7.22081;"BE"
"Tennwil";47.30808;8.22267;"AG"
"Torny-le-Grand";46.77205;6.96666;"FR"
"Torny-le-Petit";46.77954;6.94821;"FR"
"Trachslau";47.10282;8.72936;"SZ"
"Triboltingen";47.66207;9.1118;"TG"
"Tscherlach";47.12018;9.33447;"SG"
"Tschingel";46.72377;7.71122;"BE"
"Tufertschwil";47.39523;9.10077;"SG"
"Turtig";46.30482;7.80192;"VS"
"Tüscherz";47.11412;7.19418;"BE"
"Tuttwil";47.48351;8.94218;"TG"
"Uerschhausen";47.60853;8.81809;"TG"
"Ufenau";47.21693;8.77839;"SZ"
"Unterheid";46.73845;8.13532;"BE"
"Unterrindal";47.41061;9.09109;"SG"
"Unterschlatt";47.66275;8.70403;"TG"
"Unterwassern";46.53375;8.35493;"VS"
"Ursellen";46.88006;7.60656;"BE"
"Urswil";47.15231;8.29494;"LU"
"Utzigen";46.96211;7.56568;"BE"
"Vaglio";46.06222;8.95847;"TI"
"Valé";46.61279;9.17791;"GR"
"Vellano";46.17033;9.05827;"TI"
"Vens";46.08826;7.12639;"VS"
"Vers-chez-les-Blanc";46.55572;6.69558;"VD"
"Versegères";46.06705;7.23481;"VS"
"Versvey";46.34522;6.93678;"VD"
"Vezio";46.04605;8.8832;"TI"
"Vielbringen";46.91523;7.54896;"BE"
"Vigneules";47.13282;7.22232;"BE"
"Villarey";46.81332;6.96408;"FR"
"Villargiroud";46.70546;7.00224;"FR"
"Villarimboud";46.74172;6.96523;"FR"
"Villars";47.38899;7.08107;"JU"
"Villars Bozon";46.60647;6.40675;"VD"
"Villars-sous-Mont";46.54119;7.07035;"FR"
"Vingelz";47.13284;7.22229;"BE"
"Vogelsang";47.07093;7.42581;"BE"
"Vogelsang";47.54185;8.32322;"AG"
"Vorimholz";47.07251;7.37069;"BE"
"Vuarrengel";46.69314;6.64639;"VD"
"Vuippens";46.66;7.0746;"FR"
"Waag";47.04919;8.80189;"SZ"
"Wagen";47.23245;8.8869;"SG"
"Wagerswil";47.60896;9.06512;"TG"
"Wahlendorf";47.00905;7.33882;"BE"
"Wald";47.33039;9.228;"SG"
"Walde";47.26112;8.11096;"AG"
"Walde";47.27176;9.01222;"SG"
"Beatenberg-Waldegg";46.70288;7.81372;"BE"
"Waldhäusern";47.3283;8.31617;"AG"
"Wallenwil";47.45821;8.95772;"TG"
"Warth";47.58501;8.87413;"TG"
"Wasserfluh";47.32727;9.11531;"SG"
"Wasserwendi";46.74715;8.19939;"BE"
"Weerswilen";47.57632;9.13501;"TG"
"Weier im Emmental";47.06242;7.75061;"BE"
"Weiningen";47.58995;8.88728;"TG"
"Weite";47.09377;9.49835;"SG"
"Werdthof";47.08453;7.27988;"BE"
"Wiezikon";47.45132;8.98748;"TG"
"Wiggwil";47.22318;8.34513;"AG"
"Wikartswil";46.94374;7.60096;"BE"
"Wiler";47.04988;7.32102;"BE"
"Wilihof";47.22757;8.06559;"LU"
"Wille";47.61793;8.92015;"TG"
"Willerzell";47.13321;8.79353;"SZ"
"Willisdorf";47.68132;8.73806;"TG"
"Wirzweli";46.91489;8.36451;"NW"
"Wittenwil";47.50477;8.92312;"TG"
"Wolfertswil";47.39575;9.1839;"SG"
"Wolfikon";47.41973;9.04782;"SG"
"Wolfikon (TG)";47.55038;9.01011;"TG"
"Wyler";46.70772;8.24186;"BE"
"Zezikon";47.53649;9.0237;"TG"
"Ziegelried";47.04157;7.34936;"BE"
"Zimlisberg";47.07658;7.41864;"BE"
"Zorten";46.69479;9.536;"GR"
"Zuben";47.61018;9.23791;"TG"
"Züberwangen";47.46713;9.08543;"SG"
"Aawangen";47.51329;8.90078;"TG"
"Äckematt";46.85909;7.36425;"BE"
"Acletta";46.70214;8.83773;"GR"
"Adlemsried";46.64011;7.39784;"BE"
"Affeier";46.75768;9.12049;"GR"
"Allenlüften";46.94765;7.27249;"BE"
"Anetswil";47.50692;8.97554;"TG"
"Annunziata";46.30738;10.06999;"GR"
"Anzano";46.4362;9.04133;"TI"
"Ärbolligen";47.14357;7.84545;"BE"
"Arnisäge";46.93574;7.65322;"BE"
"Arruffens";46.68526;6.9071;"FR"
"Arvenbüel";47.14857;9.17533;"SG"
"Au";47.41388;8.41635;"ZH"
"Äugstisried";47.25798;9.49743;"SG"
"Autavaux";46.86661;6.87821;"FR"
"Avenex";46.39298;6.21184;"VD"
"Bäch";47.17262;8.16926;"LU"
"Bächli";47.30685;9.19629;"SG"
"Bäll";46.36734;7.96718;"VS"
"Balmberg";47.26441;7.54151;"SO"
"Balzeberg";46.6662;7.5225;"BE"
"Bärenburg";46.59545;9.4291;"GR"
"Bärenwil";47.3407;7.78951;"BL"
"Bertiswil";47.10283;8.26491;"LU"
"Beglingen";47.10583;9.07766;"GL"
"Berg";46.85113;7.23422;"FR"
"Berzona";46.20592;8.66344;"TI"
"Besencens";46.58746;6.86871;"FR"
"Bickigen";47.0913;7.65116;"BE"
"Biogno";45.99867;8.84319;"TI"
"Birchli";47.13256;8.76612;"SZ"
"Bleien";47.34592;8.11438;"AG"
"Blessens";46.61204;6.83881;"FR"
"Blüomatt";46.20415;7.69937;"VS"
"Bodio";46.33091;9.11921;"GR"
"Bollingen";47.22047;8.89545;"SG"
"Boltshausen";47.58201;9.08369;"TG"
"Boschetto";46.30733;8.60631;"TI"
"Bossy";46.28091;6.11484;"GE"
"Bouloz";46.61242;6.88267;"FR"
"Bourguillon";46.80134;7.17774;"FR"
"Brand";47.33842;9.5242;"SG"
"Breitenegg";47.13043;7.6963;"BE"
"Brot Dessus";46.97388;6.74184;"NE"
"Brülisau";47.29856;9.45702;"AI"
"Brün";46.78049;9.30681;"GR"
"Brunni";47.04487;8.70521;"SZ"
"Brunnwil";47.23335;8.32936;"AG"
"Buech";46.95137;7.27007;"BE"
"Buechenegg";47.29749;8.50884;"ZH"
"Bugnaux";46.47476;6.31971;"VD"
"Büren";47.64532;9.04634;"TG"
"Burglauenen";46.63717;7.97644;"BE"
"Bütschwil";47.02346;7.37507;"BE"
"Buusche";46.66247;7.46041;"BE"
"Calonico";46.45162;8.84239;"TI"
"Camuns";46.70491;9.19955;"GR"
"Canton";46.2981;10.08634;"GR"
"Carmena";46.17045;9.06263;"TI"
"Casti";46.62567;9.4229;"GR"
"Catto";46.50475;8.73642;"TI"
"Cavardiras";46.71123;8.88564;"GR"
"Cerneux-Godat";47.18148;6.88691;"JU"
"Chailly";46.52789;6.65258;"VD"
"Champmartin";46.94212;6.99947;"VD"
"Champoussin";46.20767;6.86388;"VS"
"Champ-du-Moulin";46.96107;6.77564;"NE"
"Chandon";46.84048;7.04892;"FR"
"Chandossel";46.88875;7.08478;"FR"
"Chapelle";46.7701;6.85195;"FR"
"Chésalles";46.77002;7.13641;"FR"
"Chlyrot";47.20177;7.84743;"BE"
"Choëx";46.24127;6.95841;"VS"
"Coglio";46.27047;8.68505;"TI"
"Commeire";46.025;7.16634;"VS"
"Cons";46.65015;9.09158;"GR"
"Corcelettes";46.82146;6.66205;"VD"
"Corjolens";46.78693;7.04646;"FR"
"Cormanicc";46.19477;8.78561;"TI"
"Corsalettes";46.84622;7.06148;"FR"
"Coussiberlé";46.89635;7.12023;"FR"
"Cozzera";46.57156;8.94299;"TI"
"Crassy";46.37511;6.16303;"VD"
"Crebelley";46.36606;6.90263;"VD"
"Cresta";46.56321;9.45062;"GR"
"Cutterwil";46.84112;7.08607;"FR"
"Dalin";46.73638;9.40558;"GR"
"Dardin";46.75914;9.04847;"GR"
"Deggio";46.51543;8.71424;"TI"
"Dickihof";47.64896;8.72443;"TG"
"Dieterswald";47.01122;7.59019;"BE"
"Dörfli";46.89912;8.39276;"NW"
"Dötra";46.53287;8.88056;"TI"
"Dritte Altmatt";47.13263;8.69723;"SZ"
"Ebnet";47.02311;8.07819;"LU"
"Ecce Homo";47.06996;8.6175;"SZ"
"Edlibach";47.18258;8.57495;"ZG"
"Edlischwil";47.47471;9.30594;"SG"
"Egga";46.37211;7.99222;"VS"
"Engersch";46.33023;7.71195;"VS"
"Entschwil";46.62007;7.55249;"BE"
"Envelier";47.31492;7.4914;"JU"
"Esmonts";46.64325;6.84512;"FR"
"Essert";46.73922;7.16448;"FR"
"Estavayer-le-Gibloux";46.72414;7.0263;"FR"
"Estévenens";46.67027;6.9551;"FR"
"Etzelwil";47.23446;8.11654;"LU"
"Etzwil";47.56543;8.19513;"AG"
"Ey";47.12515;7.55254;"BE"
"Eywald";46.76302;7.41739;"BE"
"Fajauna";46.97116;9.70192;"GR"
"Fäld";46.37168;8.21368;"VS"
"Faltsche";46.63288;7.70843;"BE"
"Fäsilalpu";46.34138;7.72585;"VS"
"Fescoggia";46.04168;8.8778;"TI"
"Fiaugères";46.5873;6.89271;"FR"
"Figino";45.95184;8.90703;"TI"
"Fillistorf";46.86533;7.22841;"FR"
"Finnu";46.31545;7.89737;"VS"
"Finstersee";47.16854;8.6308;"ZG"
"Finsterwald";46.9741;8.10551;"LU"
"Forel";46.87736;6.88911;"FR"
"Fornet";47.28016;7.17339;"JU"
"Forst";47.20145;7.73962;"BE"
"Forst";46.76468;7.52325;"BE"
"Freiburghaus";46.89931;7.28206;"BE"
"Furen";46.73107;8.33409;"BE"
"Furggels";46.98047;9.51219;"SG"
"Fuyens";46.71529;6.97283;"FR"
"Gaggiole";46.18133;8.87625;"TI"
"Galteren";46.80426;7.23021;"FR"
"Gibelflüe";47.15013;8.35644;"LU"
"Giétroz";46.06451;6.95549;"VS"
"Gillarens";46.58891;6.82808;"FR"
"Glarisegg";47.65608;8.95789;"TG"
"Gontenbad";47.33313;9.37367;"AI"
"Gottschalkenberg";47.15624;8.65374;"ZG"
"Grächwil";47.01762;7.37669;"BE"
"Grattavache";46.59598;6.91345;"FR"
"Gretschins";47.09897;9.4868;"SG"
"Grodey";46.50939;7.39716;"BE"
"Gspon";46.22599;7.90349;"VS"
"Guetisberg";47.08275;7.66818;"BE"
"Gündelhart";47.63798;8.94766;"TG"
"Hagenwil";47.51006;9.12138;"TG"
"Hagnau";47.25222;8.40445;"AG"
"Haltikon";47.09173;8.41923;"SZ"
"Hasli";46.82167;7.47724;"BE"
"Häusernmoos";47.08065;7.75016;"BE"
"Häuslenen";47.5277;8.90399;"TG"
"Hegi";47.51722;9.35916;"TG"
"Heiligkreuz";46.95072;8.04971;"LU"
"Heimenegg";46.81563;7.70642;"BE"
"Heinrichswil";47.15789;7.63513;"SO"
"Heiterswil";47.29923;9.13554;"SG"
"Helgisried";46.81763;7.42837;"BE"
"Helsighausen";47.64142;9.06745;"TG"
"Hennens";46.68372;6.88635;"FR"
"Herlisberg";47.19943;8.23123;"LU"
"Herzwil";46.91694;7.38143;"BE"
"Hindere Rychestei";46.52874;7.32892;"BE"
"Hinterberg";46.92776;9.6665;"GR"
"Hinterfultigen";46.8398;7.40089;"BE"
"Hintergoldingen";47.28568;8.98219;"SG"
"Hoffeld";47.36433;9.17466;"SG"
"Hofstatt";47.08605;7.91614;"LU"
"Hohfirst";47.44779;9.30831;"SG"
"Holz";47.05457;8.17067;"LU"
"Holzhäusern";47.1565;8.44089;"ZG"
"Holzhüsere";47.2597;7.71064;"BE"
"Höngen";47.32208;7.67521;"SO"
"Huggerwald";47.4193;7.4343;"SO"
"Hüsere";46.51374;7.39376;"BE"
"Ifenthal";47.37363;7.85095;"SO"
"Insone";46.08641;9.03076;"TI"
"Iselisbärg";47.5878;8.82778;"TG"
"Jassbach";46.85002;7.70065;"BE"
"Jeizinen";46.32856;7.72275;"VS"
"Jetzikofen";47.00332;7.39691;"BE"
"Jouxtens";46.54653;6.59584;"VD"
"Kalthäusern";47.52449;8.97635;"TG"
"Kappelen";47.09755;7.71762;"BE"
"Käserstatt";46.7579;8.22185;"BE"
"Kengelbach";47.33715;9.07039;"SG"
"Kleine Scheidegg";46.58609;7.96126;"BE"
"Kreuzweg";46.79906;7.68511;"BE"
"Krillberg";47.48131;8.94921;"TG"
"La Châtagne";46.99024;6.6421;"NE"
"La Corbatière";47.06892;6.83603;"NE"
"La Crêta";46.09513;7.00487;"VS"
"La Croix";46.5179;6.7036;"VD"
"La Garde";46.0664;7.1473;"VS"
"La Luette";46.16222;7.44001;"VS"
"La Magne";46.6347;6.93227;"FR"
"La Mothe";46.82016;6.56711;"VD"
"Längegrund";46.93461;7.86604;"BE"
"Lanthen";46.84892;7.25416;"FR"
"Lanzenhäusern";46.84363;7.349;"BE"
"La Petite Grave";46.17479;6.04159;"GE"
"La Rogivue";46.56569;6.89535;"VD"
"Lätte";47.23237;8.0307;"LU"
"Lauchernalp";46.41401;7.77491;"VS"
"Laus";46.71521;8.92212;"GR"
"Le Borgeaud";46.07319;7.06672;"VS"
"Le Cernil";47.23449;7.07569;"BE"
"Le Châtel";46.2364;7.02695;"VD"
"Le Châtelard";46.06166;6.95889;"VS"
"Le Creux-des-Biches";47.20339;6.94394;"JU"
"Le Pâquier";46.70423;6.54831;"VD"
"Le Prévoux";47.03834;6.70327;"NE"
"Le Roselet";47.22464;7.00637;"JU"
"Le Saulgy";46.65357;6.85866;"FR"
"Les Barrières";47.20588;6.92991;"JU"
"Les Bourquin";46.85277;6.47466;"NE"
"Les Cerlatez";47.24514;7.02854;"JU"
"Les Chenevières";47.23475;7.00241;"JU"
"Les Ecasseys";46.623;6.91082;"FR"
"Les Petits Ponts";46.99397;6.7549;"NE"
"Les Prailats";47.19587;6.90519;"JU"
"Les Rouges-Terres";47.25552;7.04749;"JU"
"Les Sairains";47.29782;7.08318;"JU"
"Libingen";47.32999;9.02426;"SG"
"Lieffrens";46.63799;6.90167;"FR"
"Lifelen";47.01723;8.19071;"LU"
"Linde";46.78952;7.77866;"BE"
"Lindental";46.98327;7.5576;"BE"
"Lipperüti";47.1072;8.19918;"LU"
"Lisighaus";47.20254;9.34016;"SG"
"Litzirüti";46.79938;9.70462;"GR"
"Litzistorf";46.87664;7.22228;"FR"
"Lovens";46.77413;7.02113;"FR"
"Loye";46.24719;7.47891;"VS"
"Lueg";46.79972;7.63763;"BE"
"Lunden";46.95134;9.71429;"GR"
"Lurengo";46.50754;8.73847;"TI"
"Lüsis";47.13805;9.33633;"SG"
"Lussery";46.63176;6.52572;"VD"
"Magnedens";46.74347;7.08228;"FR"
"Malval";46.21264;5.99137;"GE"
"Marbachegg";46.83633;7.90634;"LU"
"Mariahilf";46.82958;7.20339;"FR"
"Marolta";46.48006;8.9225;"TI"
"Maseltrangen";47.19153;9.0524;"SG"
"Mategnin";46.24326;6.08766;"GE"
"Mättenbach";47.16361;7.82261;"BE"
"Mättiwil";47.13282;8.22411;"LU"
"Mattsand";46.14899;7.79304;"VS"
"Meiersmaad";46.75769;7.73132;"BE"
"Mengestorf";46.90036;7.38623;"BE"
"Menzonio";46.36242;8.64205;"TI"
"Mézery";46.55589;6.59876;"VD"
"Milken";46.79366;7.35904;"BE"
"Miraniga";46.74715;9.10951;"GR"
"Misanenga";46.75283;9.11881;"GR"
"Mittelhäusern";46.87778;7.36905;"BE"
"Molare";46.48743;8.8315;"TI"
"Mollie-Margot";46.55802;6.7513;"VD"
"Mompé Medel";46.69088;8.84823;"GR"
"Monniaz";46.24261;6.30666;"GE"
"Monte Brè";46.1851;8.7758;"TI"
"Monterschu";46.8823;7.171;"FR"
"Montheron";46.59312;6.65599;"VD"
"Moos";47.07512;8.14822;"LU"
"Moos";47.53686;9.14771;"TG"
"Morlens";46.65423;6.83741;"FR"
"Moron";47.26276;7.18847;"BE"
"Mostelberg";47.06914;8.65045;"SZ"
"Mullwil";47.23974;8.13975;"LU"
"Mutwil";47.45698;9.21998;"SG"
"Neudorf";47.29816;8.00788;"AG"
"Neuenschwand";46.90509;7.78217;"BE"
"Niderwil";47.45583;9.29522;"SG"
"Niederbütschel";46.83842;7.44792;"BE"
"Niederwil";47.21317;8.45166;"ZG"
"Nierlet-les-Bois";46.82129;7.05846;"FR"
"Niesenberg";47.30158;8.28128;"AG"
"Niva";46.2922;8.53206;"TI"
"Nonfoux";46.71846;6.65576;"VD"
"Noréaz";46.77999;6.67332;"VD"
"Nunwil";47.17806;8.2696;"LU"
"Nuolen";47.20503;8.89046;"SZ"
"Oberei";46.82145;7.76241;"BE"
"Oberholz";47.28928;8.9424;"SG"
"Obermettlen";46.86854;7.3387;"FR"
"Oberried";46.88994;7.36676;"BE"
"Oberried";46.73811;7.18672;"FR"
"Oberruntigen";46.98134;7.27045;"BE"
"Oberrüti";47.39645;7.41988;"BL"
"Oberscherli";46.88457;7.41852;"BE"
"Odogno";46.08294;8.97191;"TI"
"Oftershausen";47.61557;9.17044;"TG"
"Ossasco";46.51368;8.53961;"TI"
"Ötwil";47.41174;8.99747;"SG"
"Pagnoncini";46.30376;10.08062;"GR"
"Parsonz";46.61115;9.57302;"GR"
"Pazen";46.63805;9.43118;"GR"
"Perreux";46.94786;6.81816;"NE"
"Petit-Martel";47.01215;6.75635;"NE"
"Plan";46.95782;10.38645;"GR"
"Platz";46.97193;9.81547;"GR"
"Portels";47.08402;9.33721;"SG"
"Praratoud";46.73528;6.84894;"FR"
"Prato";46.3963;8.65785;"TI"
"Praz-Jean";46.15029;7.4526;"VS"
"Prod";47.05512;9.43886;"SG"
"Progens";46.58478;6.91106;"FR"
"Pugerna";45.97983;8.97999;"TI"
"Rachholtern";46.79519;7.65651;"BE"
"Radelfingen";46.95293;7.5758;"BE"
"Ramersberg";46.89925;8.23346;"OW"
"Ranzo";46.11463;8.77371;"TI"
"Rasa";46.15723;8.65586;"TI"
"Ravaisch";46.953;10.37297;"GR"
"Raviscè";46.3467;10.06509;"GR"
"Richebach";46.66046;7.49248;"BE"
"Ried";46.41521;7.80855;"VS"
"Ried";46.98832;8.71276;"SZ"
"Riederen";47.46015;9.43282;"SG"
"Roderis";47.41008;7.59636;"SO"
"Rofisbach";47.22914;9.45485;"SG"
"Rohr";46.82437;7.2348;"FR"
"Rohrbach";46.81166;7.41667;"BE"
"Ronwil";47.46337;9.26751;"SG"
"Rossfall";47.2807;9.28104;"AR"
"Rosswald";46.30563;8.04171;"VS"
"Rotzenwil";47.51634;9.29804;"SG"
"Rudswil";47.10351;7.60534;"BE"
"Rüedisbach";47.12077;7.70436;"BE"
"Ruefswil";47.11163;7.92034;"LU"
"Rünkhofen";46.90183;7.68231;"BE"
"Rüplisried";46.92746;7.2467;"BE"
"Sales";46.76104;7.15463;"FR"
"San Bartolomeo";46.23311;8.84776;"TI"
"Sandblatten";47.12819;8.24439;"LU"
"Sankt Chrischona";47.57448;7.68159;"BS"
"Sankt Jakob";46.93572;8.30773;"NW"
"Sankt Niklausen";46.87563;8.28181;"OW"
"S. Carlo";46.40995;8.52895;"TI"
"Sceut";47.31844;7.15303;"JU"
"Schachen";47.3865;9.24454;"AR"
"Schafhausen";46.99681;7.65727;"BE"
"Schlatt";46.89508;7.42177;"BE"
"Schlatt";47.5668;8.21468;"AG"
"Schleumen";47.04106;7.57559;"BE"
"Schönau";47.31247;9.25421;"AR"
"Schülen";47.08465;8.0031;"LU"
"Schwägalp";47.25783;9.3189;"AR"
"Scudellate";45.92292;9.04152;"TI"
"Seeburg";47.04705;8.34589;"LU"
"Seesatz";47.12461;8.19489;"LU"
"Segl Baselgia";46.4347;9.75688;"GR"
"Selkingen";46.45516;8.21545;"VS"
"Selva";46.661;8.72166;"GR"
"Sermuz";46.75668;6.64731;"VD"
"Sertig Dörfli";46.72702;9.8494;"GR"
"Sommentier";46.63967;6.91314;"FR"
"Sonlèrt";46.39563;8.53873;"TI"
"Soulalex";46.0502;7.14293;"VS"
"Spych";47.14897;7.71476;"BE"
