"name";"lat";"lon";"kanton"
"Isone";46.12862;8.98536;"TI"
"Isola";46.41286;9.73956;"GR"
"Islikon";47.54601;8.84173;"TG"
"Isleten";46.92038;8.59281;"UR"
"Iserables";46.16228;7.24474;"VS"
"Iseo";46.00546;8.88092;"TI"
"Isenthal";46.91079;8.56121;"UR"
"Isenfluh";46.61979;7.89482;"BE"
"Iseltwald";46.71076;7.96415;"BE"
"Iragna";46.32571;8.96656;"TI"
"Inwil";47.1253;8.34885;"LU"
"Intschi";46.76039;8.64896;"UR"
"Intragna";46.17751;8.70016;"TI"
"Interlaken";46.68387;7.86638;"BE"
"Ins";47.00584;7.10609;"BE"
"Innertkirchen";46.70467;8.22876;"BE"
"Innerthal";47.10567;8.92011;"SZ"
"Inner Hof";46.76414;9.3644;"GR"
"Innerferrera";46.52119;9.44312;"GR"
"Innercamana";46.65855;9.28254;"GR"
"Ingenbohl";46.9988;8.61529;"SZ"
"Inden";46.34438;7.61739;"VS"
"Indemini";46.09443;8.82571;"TI"
"Immensee";47.09646;8.46357;"SZ"
"Im Kloster";46.72448;7.2957;"FR"
"Im Fang";46.59883;7.2362;"FR"
"Illnau";47.4113;8.72125;"ZH"
"Illiswil";46.97422;7.33925;"BE"
"Illgau";46.98764;8.72509;"SZ"
"Il Fuorn";46.66422;10.21032;"GR"
"Ilanz";46.77413;9.20461;"GR"
"Igis";46.94531;9.57218;"GR"
"Iffigenalp";46.40036;7.44163;"BE"
"Ibach";47.01105;8.64538;"SZ"
"Hüttwilen";47.60674;8.87343;"TG"
"Huttwil";47.11502;7.86209;"BE"
"Hüttlingen";47.57803;8.98081;"TG"
"Hüttenberg";46.93333;6.53333;"NE"
"Husen";46.71841;8.57311;"UR"
"Hurden";47.21348;8.80143;"SZ"
"Hunzigenbrügg";46.88333;7.53333;"BE"
"Hüntwangen";47.59576;8.49116;"ZH"
"Hünibach";46.74616;7.65035;"BE"
"Hünenberg";47.17536;8.42497;"ZG"
"Hundwil";47.36464;9.31847;"AR"
"Hundwald";46.88859;8.55406;"UR"
"Hulftegg";47.36332;8.9672;"SG"
"Huémoz";46.29097;7.02456;"VD"
"Hospental";46.61956;8.56977;"UR"
"Horw";47.01692;8.30956;"LU"
"Hornussen";47.5001;8.06275;"AG"
"Hornkessel";46.48333;7.31667;"BE"
"Horn";47.49425;9.46246;"TG"
"Hörhausen";47.63204;8.96948;"TG"
"Horgen";47.25983;8.59778;"ZH"
"Hondrich";46.672;7.68107;"BE"
"Homburg";47.63469;9.00756;"TG"
"Hombrechtikon";47.25298;8.77212;"ZH"
"Holzhostatt";46.8;8.43333;"OW"
"Hölstein";47.4229;7.77041;"BL"
"Hollerbiel";46.15414;7.92911;"VS"
"Holderbank";47.33315;7.75257;"SO"
"Hohfluh";46.75261;8.1705;"BE"
"Hohenrain";47.18083;8.31802;"LU"
"Hohenhaus";46.45;9.46667;"GR"
"Hofstetten";47.47242;8.85401;"ZH"
"Hofstetten";47.47672;7.51585;"SO"
"Hof";47.46874;9.51463;"SG"
"Hochwald";47.45389;7.64459;"SO"
"Hochdorf";47.16841;8.29179;"LU"
"Hitzkirch";47.22403;8.26425;"LU"
"Hirschhorn";46.77564;7.38375;"BE"
"Hinwil";47.29426;8.84393;"ZH"
"Hinter Wallegg";46.40094;7.23896;"BE"
"Hinterrhein";46.53333;9.2;"GR"
"Hinter Netschbühl";46.88333;7.76667;"BE"
"Hinterlochen";47.46178;9.55056;"AR"
"Hinterkappelen";46.96731;7.37792;"BE"
"Hinter Horbis";46.83208;8.43259;"OW"
"Hintere-Windspillen";46.4;7.3;"BE"
"Hinterdorf";46.97499;9.15982;"GL"
"Hindelbank";47.0427;7.54143;"BE"
"Himmelried";47.42136;7.59985;"SO"
"Hilterfingen";46.73521;7.66185;"BE"
"Hildisrieden";47.15068;8.22582;"LU"
"Hettlingen";47.5461;8.70532;"ZH"
"Hessigkofen";47.14122;7.46714;"SO"
"Herzogenbuchsee";47.18795;7.7062;"BE"
"Herzberg";47.43648;8.04697;"AG"
"Hertenstein";47.48714;8.31154;"AG"
"Hertenstein";47.02692;8.40364;"LU"
"Herrliberg";47.29064;8.61464;"ZH"
"Herrenhof";47.59705;9.24474;"TG"
"Hermiswil";46.83125;7.47775;"BE"
"Hermetschwil-Staffeln";47.33027;8.34128;"AG"
"Hermance";46.30141;6.24332;"GE"
"Herisau";47.38615;9.27916;"AR"
"Hergiswil";47.08498;7.95799;"LU"
"Hergiswil";46.98429;8.30944;"NW"
"Hergersboden";46.88702;8.89907;"UR"
"Hérémence";46.18032;7.40477;"VS"
"Herdern";47.60304;8.91077;"TG"
"Herbriggen";46.13586;7.79227;"VS"
"Herbetswil";47.29629;7.59298;"SO"
"Henggart";47.56272;8.68215;"ZH"
"Hendschiken";47.38596;8.21785;"AG"
"Henau";47.45485;9.11639;"SG"
"Hemmiken";47.48882;7.89376;"BL"
"Hemmental";47.73378;8.5853;"SH"
"Hemishofen";47.67659;8.82977;"SH"
"Hemberg";47.30062;9.17517;"SG"
"Hellbühl";47.07075;8.19909;"LU"
"Heitmannsegg";46.87528;8.80117;"UR"
"Heitenried";46.82762;7.29944;"FR"
"Heimiswil";47.06755;7.66665;"BE"
"Heimenschwand";46.82868;7.69474;"BE"
"Heimberg";46.79482;7.60433;"BE"
"Heiligenschwendi";46.75109;7.68391;"BE"
"Heiden";47.44255;9.53293;"AR"
"Heidbühl";46.87247;7.80105;"BE"
"Heerbrugg";47.41488;9.62684;"SG"
"Hauteville";46.67009;7.11041;"FR"
"Hauterive";46.75952;7.0927;"FR"
"Hausen am Albis / Hausen (Dorf)";47.24496;8.53299;"ZH"
"Hausen";46.73548;8.16846;"BE"
"Hauptwil";47.48015;9.25066;"TG"
"Hauenstein";47.37809;7.86938;"SO"
"Les Haudères";46.08316;7.50904;"VS"
"Hätzingen";46.96108;9.03696;"GL"
"Hasli";46.67098;7.65166;"BE"
"Haslen";47.36931;9.36752;"AI"
"Hasle";47.01436;7.65112;"BE"
"Hasle";46.97787;8.05326;"LU"
"Hannigalp";46.20632;7.86719;"VS"
"Handegg";46.61233;8.30723;"BE"
"Hämikon";47.23839;8.2764;"LU"
"Halten";46.9;8.16667;"OW"
"Hallau";47.69648;8.45827;"SH"
"Halen";46.97346;7.41749;"BE"
"Haldenstein";46.87867;9.52618;"GR"
"Hagneck";47.05703;7.18532;"BE"
"Hägglingen";47.38851;8.25285;"AG"
"Häggenschwil";47.49462;9.34487;"SG"
"Hägendorf";47.33497;7.84133;"SO"
"Hagenbuch";47.52035;8.8892;"ZH"
"Habsburg";47.46228;8.18503;"AG"
"Habkern";46.72639;7.86304;"BE"
"Gwatt";46.72044;7.62226;"BE"
"Güttingen";47.60349;9.28742;"TG"
"Guttannen";46.65511;8.28951;"BE"
"Gütsch";46.46971;7.44727;"BE"
"Gurtnellen";46.73814;8.62843;"UR"
"Gurnigelbad";46.76211;7.44467;"BE"
"Guraletsch";46.58333;9.13333;"GR"
"Gunzwil";47.21072;8.17932;"LU"
"Gunzgen";47.31375;7.83102;"SO"
"Gunten";46.71185;7.70236;"BE"
"Gümmenen";46.94557;7.24093;"BE"
"Gummeli";46.41631;7.39414;"BE"
"Gümligen";46.9345;7.50933;"BE"
"Gumegna";46.36779;9.24328;"GR"
"Guggisberg";46.76756;7.32946;"BE"
"Guévaux";46.9383;7.05673;"VD"
"Guarda";46.77586;10.15242;"GR"
"Gsteig";46.66509;7.87299;"BE"
"Gsteig";46.38585;7.26751;"BE"
"Gstaad";46.47215;7.28685;"BE"
"Gryon";46.27377;7.05975;"VD"
"Gruyères";46.58338;7.08207;"FR"
"Grüsch";46.97965;9.64639;"GR"
"Grundbach";46.7696;7.48824;"BE"
"Grund";46.70295;8.22889;"BE"
"Grund";46.45158;7.27776;"BE"
"Gruben";46.2114;7.70616;"VS"
"Grosswangen";47.1331;8.05041;"LU"
"Gross Höchstetten";46.90671;7.63782;"BE"
"Gross Gurmels";46.89269;7.1716;"FR"
"Andelfingen";47.59447;8.67826;"ZH"
"Grossalpen";46.71667;9.85;"GR"
"Grossaffoltern";47.06534;7.35689;"BE"
"Grono";46.24832;9.14829;"GR"
"Grône";46.25288;7.45947;"VS"
"Grolley";46.8336;7.07116;"FR"
"Grodoey";46.50836;7.39543;"BE"
"Griosch";46.87917;10.33156;"GR"
"Grindelwald";46.62396;8.03601;"BE"
"Grindelfeld";46.69412;8.13527;"BE"
"Grimmialp";46.57361;7.48695;"BE"
"Grimisuat";46.25938;7.38408;"VS"
"Grimentz";46.18091;7.57584;"VS"
"Griesalp";46.54744;7.76142;"BE"
"Gribbio";46.4556;8.80726;"TI"
"Gresso";46.2249;8.61631;"TI"
"Greppen";47.05438;8.42995;"LU"
"Grengiols";46.37395;8.093;"VS"
"Grenchen";47.1921;7.39586;"SO"
"Grellingen";47.44231;7.58906;"BL"
"Greifensee";47.36717;8.68115;"ZH"
"Gravesano";46.04208;8.91832;"TI"
"Gränichen";47.3593;8.10243;"AG"
"Granges";46.26176;7.46753;"VS"
"Granges";46.76233;6.88808;"VD"
"Grandvillard";46.53899;7.08575;"FR"
"Grandval";47.28278;7.42504;"BE"
"Grandson";46.80946;6.646;"VD"
"Grandsivaz";46.78502;6.98085;"FR"
"Le Grand-Saconnex";46.23188;6.12091;"GE"
"Grandfontaine";47.39313;6.93724;"JU"
"Grandcour";46.87185;6.9284;"VD"
"Grancy";46.59214;6.46391;"VD"
"Grafenort";46.87017;8.3744;"OW"
"Grächen";46.19529;7.83745;"VS"
"Grabs";47.18248;9.44395;"SG"
"Goumoens-la-Ville";46.65922;6.60398;"VD"
"Gottlieben";47.6638;9.13371;"TG"
"Gottefrey";46.15052;7.17172;"VS"
"Gossau";47.41551;9.25482;"SG"
"Gossau";47.3051;8.75831;"ZH"
"Göslikon";47.37234;8.30513;"AG"
"Göscheneralp";46.65;8.48333;"UR"
"Göschenen";46.66816;8.58709;"UR"
"Gorgier";46.90143;6.77985;"NE"
"Gorduno";46.21631;9.03076;"TI"
"Gordola";46.18256;8.86657;"TI"
"Gordevio";46.22604;8.74309;"TI"
"Goppisberg";46.37139;8.0504;"VS"
"Goppenstein";46.36904;7.75409;"VS"
"Gontenschwil";47.27166;8.14396;"AG"
"Gonten";47.32725;9.34705;"AI"
"Gondo";46.19641;8.13877;"VS"
"Gondiswil";47.14677;7.87136;"BE"
"Gommiswald";47.23128;9.02355;"SG"
"Gollion";46.58518;6.50974;"VD"
"Goldswil";46.69666;7.87807;"BE"
"Goldiwil";46.76404;7.67057;"BE"
"Goldingen";47.26477;8.96167;"SG"
"Goldau";47.04761;8.54616;"SZ"
"Goldach";47.47401;9.46711;"SG"
"Gnosca";46.23353;9.02218;"TI"
"Glovelier";47.33534;7.20556;"JU"
"Glis";46.30926;7.97204;"VS"
"Glion";46.4336;6.92619;"VD"
"Gletsch";46.56226;8.36196;"VS"
"Glattfelden";47.55871;8.50167;"ZH"
"Glattenberg";46.58328;9.36553;"GR"
"Glattburg";47.42952;9.185;"SG"
"Glarus";47.04057;9.06804;"GL"
"Glaris";46.74524;9.77596;"GR"
"Gland";46.42082;6.2701;"VD"
"Givrins";46.42969;6.20213;"VD"
"Giumaglio";46.27408;8.68116;"TI"
"Giubiasco";46.17246;9.00793;"TI"
"Giswil";46.83333;8.18065;"OW"
"Girenbad";47.45216;8.8466;"ZH"
"Girenbad";47.30954;8.87055;"ZH"
"Gipf-Oberfrick";47.49875;8.00497;"AG"
"Castaneda";46.2581;9.13874;"GR"
"Giornico";46.40141;8.87369;"TI"
"Gingins";46.4091;6.17809;"VD"
"Gimmelwald";46.54554;7.89138;"BE"
"Gimel";46.50945;6.30736;"VD"
"Gilly";46.45785;6.29654;"VD"
"Giffers";46.7623;7.20845;"FR"
"Giessbach";46.7351;8.02423;"BE"
"Giebel";46.49433;7.44187;"BE"
"Gidisdorf";46.7;8.03333;"BE"
"Gibswil";47.31529;8.91405;"ZH"
"Gheiba";46.42861;8.59769;"TI"
"Geuensee";47.1997;8.10689;"LU"
"Gettnau";47.14064;7.97007;"LU"
"Geschinen";46.49533;8.27993;"VS"
"Gerzensee";46.84023;7.54503;"BE"
"Gerschnialp";46.81667;8.41667;"OW"
"Gersau";46.99419;8.525;"SZ"
"Gerra";46.31709;8.80134;"TI"
"Gerra";46.12311;8.79026;"TI"
"Gerliswil";47.07885;8.26607;"LU"
"Gerlikon";47.53946;8.87867;"TG"
"Gerlafingen";47.17087;7.57249;"SO"
"Geristein";46.99337;7.52443;"BE"
"Geretsried";46.88235;7.33128;"FR"
"Genthalhütten";46.736;8.28268;"BE"
"Genolier";46.43537;6.21809;"VD"
"Genève";46.20222;6.14569;"GE"
"Genestrerio";45.85333;8.96115;"TI"
"Gempen";47.47585;7.66028;"SO"
"Gemmipass";46.39757;7.61405;"VS"
"Gelterkinden";47.46497;7.85174;"BL"
"Gelfingen";47.21447;8.26537;"LU"
"Gebenstorf";47.48136;8.23949;"AG"
"Ganterschwil";47.38103;9.09239;"SG"
"Gänsbrunnen";47.26123;7.46856;"SO"
"Gandria";46.00555;9.00261;"TI"
"Gamsen";46.30481;7.95359;"VS"
"Gams";47.20429;9.44172;"SG"
"Gampelen";47.01199;7.05771;"BE"
"Gampel";46.31599;7.7421;"VS"
"Gals";47.02841;7.05183;"BE"
"Galmiz";46.94875;7.15804;"FR"
"Galm";46.35771;7.68151;"VS"
"Galgern";46.18623;7.89346;"VS"
"Gais";47.3615;9.45356;"AR"
"Gafien";46.96667;9.85;"GR"
"Gafarra";47.00003;9.35881;"SG"
"Gadmen";46.75255;9.90055;"GR"
"Gadmen";46.73733;8.35224;"BE"
"Gachnang";47.53935;8.85311;"TG"
"Gächlingen";47.70329;8.49878;"SH"
"Fusio";46.44446;8.66304;"TI"
"Uors";46.70202;9.18343;"GR"
"Fürstenaubruck";46.71186;9.45326;"GR"
"Furna";46.93694;9.67874;"GR"
"Furggels";46.97925;9.5113;"SG"
"Fully";46.13851;7.11468;"VS"
"Füllinsdorf";47.50688;7.73129;"BL"
"Full";47.61525;8.20559;"AG"
"Fulenbach";47.27103;7.83136;"SO"
"Fuldera";46.60886;10.37147;"GR"
"Fuhre";46.48333;7.56667;"BE"
"Melchsee-Frutt";46.77457;8.26854;"OW"
"Frutigen";46.58723;7.64945;"BE"
"Frunt";46.58249;9.11991;"GR"
"Fruence";46.52156;6.90915;"FR"
"Froideville";46.60123;6.68085;"VD"
"Froda";46.4517;8.58786;"TI"
"Froda";46.34858;8.77271;"TI"
"Frieswil";46.99512;7.2866;"BE"
"Fridau";47.33016;7.79866;"SO"
"Frick";47.51169;8.02471;"AG"
"Fribourg";46.80237;7.15128;"FR"
"Frenkendorf";47.50686;7.71648;"BL"
"Frenières";46.26148;7.07099;"VD"
"Freienbach";47.20534;8.75842;"SZ"
"Freiche";46.37712;8.25264;"VS"
"Frauenkirch";46.76579;9.79749;"GR"
"Frauenkappelen";46.95425;7.33835;"BE"
"Frauenfeld";47.55776;8.89893;"TG"
"Fraubrunnen";47.0862;7.52727;"BE"
"Frasco";46.34398;8.7984;"TI"
"Fräschels";46.99788;7.20806;"FR"
"Founex";46.33277;6.19243;"VD"
"Foroglio";46.37392;8.54709;"TI"
"Fornasette";45.99282;8.789;"TI"
"Forna";46.3;8.86667;"TI"
"Forel";46.72887;6.82374;"VD"
"Forel";46.54372;6.77269;"VD"
"Fontenais";47.40292;7.08108;"JU"
"Fontana";46.77592;10.25897;"GR"
"Fontana";46.51856;8.56062;"TI"
"Fontainemelon";47.05495;6.8868;"NE"
"Flurlingen";47.6839;8.62995;"ZH"
"Flums";47.09058;9.34301;"SG"
"Flühli";46.88391;8.01558;"LU"
"Fluhalp";46.39894;7.66953;"VS"
"Flüelen";46.90478;8.62396;"UR"
"Flüeli";46.87097;8.26734;"OW"
"Flond";46.76772;9.16442;"GR"
"Flims";46.83705;9.28458;"GR"
"Fleurier";46.90224;6.58253;"NE"
"Flerden";46.70332;9.40825;"GR"
"Flawil";47.41301;9.18324;"SG"
"Fläsch";47.02567;9.51365;"GR"
"Flamatt";46.88994;7.32204;"FR"
"Flaach";47.57608;8.60633;"ZH"
"Fischingen";47.41422;8.96862;"TG"
"Fischenthal";47.33122;8.92052;"ZH"
"Fionnay";46.03197;7.30891;"VS"
"Finhaut";46.08381;6.97777;"VS"
"Findeln bei Staldenreid";46.2;7.91667;"VS"
"Filzbach";47.11897;9.13239;"GL"
"Filisur";46.67303;9.68592;"GR"
"Filderich";46.5452;7.50242;"BE"
"Fiez";46.82823;6.62388;"VD"
"Fieschertal";46.422;8.14542;"VS"
"Fiesch";46.39981;8.13533;"VS"
"Fideriser Alp Duranna";46.8665;9.79711;"GR"
"Fideris";46.91627;9.74145;"GR"
"Fidaz";46.84038;9.30878;"GR"
"Feydey";46.34503;7.00973;"VD"
"Feutersoey";46.41564;7.27098;"BE"
"Feusisberg";47.18707;8.74724;"SZ"
"Feuerthalen";47.69054;8.64357;"ZH"
"Feschel";46.33093;7.6791;"VS"
"Ferret";45.91609;7.10574;"VS"
"Fermelberg";46.51318;7.49013;"BE"
"Ferenbalm";46.9488;7.21124;"BE"
"Ferden";46.39359;7.75921;"VS"
"Felsberg";46.84566;9.47588;"GR"
"Feldmoos";47.46942;9.57063;"SG"
"Feldmoos";46.6463;7.70642;"BE"
"Feldmeilen";47.27873;8.62165;"ZH"
"Feldis";46.79422;9.43203;"GR"
"Feldbrunnen";47.22018;7.55486;"SO"
"Feldbach";47.66388;8.97515;"TG"
"Feldbach";47.23964;8.78472;"ZH"
"Feld";46.37019;8.21305;"VS"
"Felben";47.57914;8.94221;"TG"
"Fehraltorf";47.38775;8.75149;"ZH"
"Faulensee";46.67415;7.7023;"BE"
"Färnigen";46.73466;8.52262;"UR"
"Farden";46.63274;9.42411;"GR"
"Faoug";46.90829;7.07803;"VD"
"Fankhaus";46.97063;7.91741;"BE"
"Fang";46.24187;7.57529;"VS"
"Fanas";46.98494;9.66672;"GR"
"Fällanden";47.37169;8.63869;"ZH"
"Falera";46.80131;9.23086;"GR"
"Faldum Alp";46.3779;7.73915;"VS"
"Faido";46.477;8.80125;"TI"
"Fahy";47.41865;6.94883;"JU"
"Fahrwangen";47.29477;8.24215;"AG"
"Fahrni";46.79401;7.65502;"BE"
"Fafleralp";46.43436;7.85514;"VS"
"Faedo";46.38785;8.54293;"TI"
"Eysins";46.3817;6.20695;"VD"
"Eyholz";46.29417;7.90844;"VS"
"Exergillod";46.33678;7.03932;"VD"
"Evolène";46.11422;7.49407;"VS"
"Evionnaz";46.18096;7.02232;"VS"
"Evilard";47.15046;7.23895;"BE"
"Euthal";47.09688;8.81136;"SZ"
"Euseigne";46.17212;7.42308;"VS"
"Etzgen";47.57129;8.11061;"AG"
"Etzel";47.17796;8.76756;"SZ"
"Ettiswil";47.15031;8.01759;"LU"
"Ettingen";47.48225;7.54654;"BL"
"Estavayer-le-Lac";46.84876;6.8465;"FR"
"Estavannens-Dessus";46.56054;7.10193;"FR"
"Estavannens Dessous";46.56044;7.10252;"FR"
"Essertines-sur-Rolle";46.49307;6.31765;"VD"
"Escholzmatt";46.9135;7.93426;"LU"
"Eschlikon";47.46361;8.96381;"TG"
"Eschikofen";47.58046;9.00553;"TG"
"Eschenz";47.64793;8.87472;"TG"
"Eschenbach";47.23981;8.92156;"SG"
"Eschenbach";47.13076;8.3214;"LU"
"Esch";46.26337;7.87126;"VS"
"Erstfeld";46.81885;8.65052;"UR"
"Ersigen";47.09368;7.59507;"BE"
"Erschwil";47.37415;7.54116;"SO"
"Erschmatt";46.3218;7.69146;"VS"
"Ernen";46.39684;8.14166;"VS"
"Ermatingen";47.67057;9.08573;"TG"
"Erlenbach im Simmental";46.66021;7.55445;"BE"
"Erlenbach";47.30298;8.59743;"ZH"
"Erlen";47.54814;9.23415;"TG"
"Erlach";47.0422;7.09728;"BE"
"Eriz";46.78773;7.77102;"BE"
"Eriswil";47.07816;7.85149;"BE"
"Erde";46.23881;7.28763;"VS"
"Eptingen";47.38482;7.82102;"BL"
"Épinassey";46.19225;7.00808;"VS"
"Ependes";46.75368;7.14609;"FR"
"Ependes";46.7428;6.6081;"VD"
"Epautheyres";46.73939;6.64261;"VD"
"Epalinges";46.54896;6.66831;"VD"
"Entlebuch";46.99559;8.06354;"LU"
"Entenmoos";46.76302;7.2533;"FR"
"Ensex";46.32372;7.1084;"VD"
"Enney";46.56669;7.08418;"FR"
"Ennetegg";46.98333;8.01667;"LU"
"Ennetbürgen";46.98423;8.41003;"NW"
"Ennenda";47.03363;9.07888;"GL"
"En la Gottaz";46.7;7.1;"FR"
"Engi";46.98192;9.1528;"GL"
"Engelberg";47.10387;7.17877;"BE"
"Engelberg";46.82107;8.40133;"OW"
"Emosson";46.06667;6.91667;"VS"
"Emmishofen";47.64978;9.16247;"TG"
"Emmetten";46.95658;8.51467;"NW"
"Emmenmatt";46.9487;7.74929;"BE"
"Emmenbrücke";47.08877;8.2721;"LU"
"Emmen";47.07819;8.27331;"LU"
"Embrach";47.50561;8.59406;"ZH"
"Embd";46.21503;7.8267;"VS"
"Elsigbach";46.52931;7.60609;"BE"
"Elm";46.91902;9.17242;"GL"
"Ellikon";47.56298;8.82331;"ZH"
"Ellikon am Rhein";47.60504;8.59919;"ZH"
"Elgg";47.49715;8.86523;"ZH"
"Eisten";46.20075;7.89282;"VS"
"Eison";46.15376;7.46787;"VS"
"Eischoll";46.29352;7.77995;"VS"
"Einsiedeln";47.12849;8.74735;"SZ"
"Einigen";46.70801;7.6483;"BE"
"Eiken";47.53361;7.98801;"AG"
"Eigenthal";47.0107;8.21261;"LU"
"Eichberg";47.34374;9.5314;"SG"
"Eich";47.15116;8.16695;"LU"
"Egnach";47.54268;9.38048;"TG"
"Egliswil";47.34922;8.18553;"AG"
"Eglisau";47.57738;8.52122;"ZH"
"Eggiwil";46.87575;7.79567;"BE"
"Eggersriet";47.44202;9.46901;"SG"
"Eggerberg";46.3068;7.87625;"VS"
"Eggenwil";47.3704;8.33948;"AG"
"Eggenschwand";46.47625;7.66356;"BE"
"Egga";46.80002;9.53172;"GR"
"Egg";47.29976;8.69032;"ZH"
"Egerkingen";47.31957;7.78424;"SO"
"Effingen";47.48874;8.10277;"AG"
"Ecuvillens";46.75777;7.08279;"FR"
"Ecublens";46.60735;6.80895;"FR"
"Ecône";46.15618;7.20722;"VS"
"Echarlens";46.64778;7.0742;"FR"
"Echallens";46.6413;6.63317;"VD"
"Ebnat-Kappel";47.26195;9.12473;"SG"
"Ebligen";46.75245;7.99032;"BE"
"Ebikon";47.07937;8.34041;"LU"
"Duvin";46.71495;9.21212;"GR"
"Dutjen";46.76667;9.26667;"GR"
"Dürrenroth";47.08953;7.7917;"BE"
"Dürrenboden";46.94367;8.82949;"SZ"
"Dürrenäsch";47.32094;8.15874;"AG"
"Dürrboden";46.72077;9.92183;"GR"
"Dürnten";47.27856;8.84156;"ZH"
"Duno";46.2576;9.02498;"TI"
"Düdingen";46.84916;7.1915;"FR"
"Dübendorf";47.39724;8.61872;"ZH"
"Dreischübel";46.76667;7.83333;"BE"
"Dreiligass";46.77331;7.67678;"BE"
"Dranse";45.98903;7.18042;"VS"
"Dottikon";47.38437;8.23981;"AG"
"Dornhaus";46.9494;9.02931;"GL"
"Dornhalden";46.8;7.6;"BE"
"Dornach";47.48038;7.61644;"SO"
"Dörfli";46.81793;9.75268;"GR"
"Dorénaz";46.14892;7.04292;"VS"
"Doppleschwand";47.01831;8.05501;"LU"
"Donneloye";46.74551;6.7164;"VD"
"Dongio";46.43782;8.95526;"TI"
"Donatyre";46.87668;7.06086;"VD"
"Dompierre";46.85208;6.99075;"FR"
"Dompierre";46.70829;6.88313;"VD"
"Domdidier";46.86716;7.01337;"FR"
"Dombresson";47.07192;6.9592;"NE"
"Domat";46.83483;9.45075;"GR"
"Dizy";46.63544;6.49648;"VD"
"Distel";46.02018;7.9629;"VS"
"Disla";46.71138;8.87357;"GR"
"Disentis";46.70341;8.8509;"GR"
"Dino";46.05301;8.98428;"TI"
"Digg";46.82404;9.35446;"GR"
"Dietwil";47.14665;8.39355;"AG"
"Dietikon";47.40165;8.40015;"ZH"
"Diessenhofen";47.68908;8.74958;"TG"
"Diesse";47.11342;7.11693;"BE"
"Diessbach";47.1078;7.36122;"BE"
"Diesbach";46.94909;9.03093;"GL"
"Diepoldsau";47.386;9.65558;"SG"
"Diemtigen";46.64928;7.56477;"BE"
"Dielsdorf";47.48146;8.4585;"ZH"
"Diegten";47.4138;7.81085;"BL"
"Diechtersmatt";46.83886;8.18933;"OW"
"Devant";46.43333;7.11667;"VD"
"Derendingen";47.1985;7.58844;"SO"
"Densbüren";47.4526;8.0533;"AG"
"Delémont";47.36493;7.34453;"JU"
"Deitingen";47.21515;7.6188;"SO"
"Deisswil";46.95817;7.51413;"BE"
"Degersheim";47.37429;9.20019;"SG"
"Davos";46.80429;9.83723;"GR"
"Davos Dorf";46.80826;9.83929;"GR"
"Dättwil";47.45506;8.28474;"AG"
"Därstetten";46.65948;7.49111;"BE"
"Därligen";46.66175;7.80808;"BE"
"Dardagny";46.19564;5.99497;"GE"
"Danis";46.75511;9.05502;"GR"
"Däniken";47.35397;7.98021;"SO"
"Dandrio";46.44067;9.05377;"TI"
"Damvant";47.37214;6.89673;"JU"
"Dalpe";46.47477;8.77462;"TI"
"Dallenwil";46.9242;8.38785;"NW"
"Dailly";46.20744;7.0286;"VD"
"Dailley";46.24153;7.46098;"VS"
"Daillens";46.62115;6.54871;"VD"
"Dagmersellen";47.21405;7.98519;"LU"
"Dachsen";47.66515;8.6179;"ZH"
"Curtina";46.0816;9.02408;"TI"
"Curaglia";46.67341;8.8579;"GR"
"Cumbel";46.72575;9.1926;"GR"
"Cully";46.48892;6.72945;"VD"
"Cugy";46.81479;6.88888;"FR"
"Cugy";46.58624;6.64089;"VD"
"Cugnasco";46.17473;8.91684;"TI"
"Cudrefin";46.95577;7.01855;"VD"
"Crusch";46.82007;10.35942;"GR"
"Croce";46.49284;8.81817;"TI"
"Crissier";46.54586;6.57567;"VD"
"Crich";46.4395;8.92171;"TI"
"Cresta";46.47273;9.51284;"GR"
"Cressier";47.04907;7.03455;"NE"
"Cressier";46.8979;7.14071;"FR"
"Cresciano";46.27875;9.00261;"TI"
"Crémines";47.28329;7.44032;"BE"
"Crasta";46.41372;9.76444;"GR"
"Crassier";46.37465;6.16367;"VD"
"Crans-près-Céligny";46.35912;6.20581;"VD"
"Crana";46.20399;8.60981;"TI"
"Cra digl Lai";46.60843;9.53512;"GR"
"Couvet";46.92525;6.6327;"NE"
"Couta";46.12958;7.38787;"VS"
"Courtion";46.85723;7.06887;"FR"
"Courtételle";47.34074;7.31827;"JU"
"Courtepin";46.86547;7.12309;"FR"
"Courtemaîche";47.45724;7.04825;"JU"
"Courtelary";47.17822;7.07236;"BE"
"Courtedoux";47.40799;7.04088;"JU"
"Court";47.23956;7.33655;"BE"
"Courroux";47.36069;7.37371;"JU"
"Courrendlin";47.33853;7.37243;"JU"
"Courlevon";46.88929;7.11057;"FR"
"Courgevaux";46.90648;7.11215;"FR"
"Courgenay";47.40483;7.12522;"JU"
"Courfaivre";47.33461;7.28186;"JU"
"Cottens";46.75224;7.03127;"FR"
"Cossonay";46.61443;6.50631;"VD"
"Corte Grande";46.40121;8.5013;"TI"
"Corte Grande";46.35;8.5;"TI"
"Corte";46.46667;8.63333;"TI"
"Cortascio";46.11667;8.66667;"TI"
"Cortaillod";46.94306;6.8444;"NE"
"Corsier";46.26297;6.22461;"GE"
"Cornol";47.40781;7.16267;"JU"
"Cornaux";47.0396;7.01872;"NE"
"Corminboeuf";46.81029;7.10535;"FR"
"Corippo";46.23593;8.84073;"TI"
"Corgémont";47.19457;7.14517;"BE"
